trace_id,index_in_trace,user_id,timestamp,timestamp_local,latitude,longitude
2,0,2,2025-01-01T12:00:00,2025-01-01T13:00:00,48.853402,2.348785
2,1,2,2025-01-01T12:00:01,2025-01-01T13:00:01,48.853663,2.348384
2,2,2,2025-01-01T12:00:02,2025-01-01T13:00:02,48.853924,2.347983
2,3,2,2025-01-01T12:00:03,2025-01-01T13:00:03,48.854185,2.347583
2,4,2,2025-01-01T12:00:04,2025-01-01T13:00:04,48.854446,2.347182
2,5,2,2025-01-01T12:00:05,2025-01-01T13:00:05,48.854706,2.346781
2,6,2,2025-01-01T12:00:06,2025-01-01T13:00:06,48.854967,2.34638
2,7,2,2025-01-01T12:00:07,2025-01-01T13:00:07,48.855228,2.34598
2,8,2,2025-01-01T12:00:08,2025-01-01T13:00:08,48.855489,2.345579
2,9,2,2025-01-01T12:00:09,2025-01-01T13:00:09,48.85575,2.345178
2,10,2,2025-01-01T12:00:10,2025-01-01T13:00:10,48.85601,2.344777
2,11,2,2025-01-01T12:00:11,2025-01-01T13:00:11,48.856271,2.344377
2,12,2,2025-01-01T12:00:12,2025-01-01T13:00:12,48.856532,2.343976
2,13,2,2025-01-01T12:00:13,2025-01-01T13:00:13,48.856793,2.343575
2,14,2,2025-01-01T12:00:14,2025-01-01T13:00:14,48.857054,2.343174
2,15,2,2025-01-01T12:00:15,2025-01-01T13:00:15,48.857314,2.342774
2,16,2,2025-01-01T12:00:16,2025-01-01T13:00:16,48.857575,2.342373
2,17,2,2025-01-01T12:00:17,2025-01-01T13:00:17,48.857836,2.341972
2,18,2,2025-01-01T12:00:18,2025-01-01T13:00:18,48.858097,2.341571
2,19,2,2025-01-01T12:00:19,2025-01-01T13:00:19,48.858358,2.341171
2,20,2,2025-01-01T12:00:20,2025-01-01T13:00:20,48.858618,2.34077
2,21,2,2025-01-01T12:00:21,2025-01-01T13:00:21,48.858879,2.340369
2,22,2,2025-01-01T12:00:22,2025-01-01T13:00:22,48.85914,2.339969
2,23,2,2025-01-01T12:00:23,2025-01-01T13:00:23,48.859401,2.339568
2,24,2,2025-01-01T12:00:24,2025-01-01T13:00:24,48.859662,2.339167
2,25,2,2025-01-01T12:00:25,2025-01-01T13:00:25,48.859923,2.338766
2,26,2,2025-01-01T12:00:26,2025-01-01T13:00:26,48.860183,2.338366
2,27,2,2025-01-01T12:00:27,2025-01-01T13:00:27,48.860444,2.337965
2,28,2,2025-01-01T12:00:28,2025-01-01T13:00:28,48.860705,2.337564
2,29,2,2025-01-01T12:00:29,2025-01-01T13:00:29,48.860966,2.337163
2,30,2,2025-01-01T12:00:30,2025-01-01T13:00:30,48.861227,2.336763
2,31,2,2025-01-01T12:00:31,2025-01-01T13:00:31,48.861487,2.336362
2,32,2,2025-01-01T12:00:32,2025-01-01T13:00:32,48.861748,2.335961
2,33,2,2025-01-01T12:00:33,2025-01-01T13:00:33,48.862009,2.33556
2,34,2,2025-01-01T12:00:34,2025-01-01T13:00:34,48.86227,2.33516
2,35,2,2025-01-01T12:00:35,2025-01-01T13:00:35,48.862531,2.334759
2,36,2,2025-01-01T12:00:36,2025-01-01T13:00:36,48.862791,2.334358
2,37,2,2025-01-01T12:00:37,2025-01-01T13:00:37,48.863052,2.333957
2,38,2,2025-01-01T12:00:38,2025-01-01T13:00:38,48.863313,2.333557
2,39,2,2025-01-01T12:00:39,2025-01-01T13:00:39,48.863574,2.333156
2,40,2,2025-01-01T12:00:40,2025-01-01T13:00:40,48.863835,2.332755
2,41,2,2025-01-01T12:00:41,2025-01-01T13:00:41,48.864095,2.332354
2,42,2,2025-01-01T12:00:42,2025-01-01T13:00:42,48.864356,2.331954
2,43,2,2025-01-01T12:00:43,2025-01-01T13:00:43,48.864617,2.331553
2,44,2,2025-01-01T12:00:44,2025-01-01T13:00:44,48.864878,2.331152
2,45,2,2025-01-01T12:00:45,2025-01-01T13:00:45,48.865139,2.330751
2,46,2,2025-01-01T12:00:46,2025-01-01T13:00:46,48.865399,2.330351
